restaurant_id,komsco_name,komsco_address,previous_naver_status,query,place_id,place_url,resolve_status,detail_status,menu_count,parsed_menu_count,menu_complete,menu_fallback_used,review_requested,review_count,review_keyword_count,result,reason,elapsed_ms
4296,돌리고제주도야지,서울특별시 강남구 헌릉로569길9 지웰파인즈빌딩 101호,MATCHED,세곡동 돌리고제주도야지,1271767280,https://pcmap.place.naver.com/restaurant/1271767280/home,RESOLVED,FAILED,,,,False,False,,,FAILED,,1831
4587,주식회사 고유에프앤비,서울특별시 강남구 헌릉로569길 3 (세곡동) 101호,UNMATCHED,세곡동 주식회사 고유에프앤비,,,NOT_FOUND,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,NO_CONFIDENT_CANDIDATE,956
4419,파리바게뜨 수서역점,서울특별시 강남구 광평로 280(수서동) 로즈데일빌딩1층 파리바게뜨,MATCHED,수서동 파리바게뜨 수서역점,11684209,https://pcmap.place.naver.com/restaurant/11684209/home,AMBIGUOUS,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,TOP_K_DETAIL_VALIDATION_FAILED,1948
4281,더(THE)냄비,"서울특별시 강남구 광평로 280(수서동,로즈데일오피스텔) 지하 2층 104호 더 냄비",UNMATCHED,수서동 더(THE)냄비,,,NOT_FOUND,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,NO_CONFIDENT_CANDIDATE,909
4280,소나무,서울특별시 강남구 압구정로28길 22-9 (신사동) 1층,MATCHED,신사동 소나무,1618902912,https://pcmap.place.naver.com/restaurant/1618902912/home,AMBIGUOUS,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,TOP_K_DETAIL_VALIDATION_FAILED,6311
4300,파에,"서울특별시 강남구 언주로151길 19(신사동) , 지상1층",UNMATCHED,신사동 파에,1718796986,https://pcmap.place.naver.com/restaurant/1718796986/home,AMBIGUOUS,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,TOP_K_DETAIL_VALIDATION_FAILED,1542
5719,서울동,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점) 서울동",MATCHED,압구정로데오역 서울동,1813928080,https://pcmap.place.naver.com/restaurant/1813928080/home,RESOLVED,FAILED,,,,False,False,,,FAILED,,3526
4388,이자벨마랑 갤러리아압구정,서울특별시 강남구 압구정로 343 갤러리아 백화점 WEST2 층 이자벨마랑,UNMATCHED,압구정동 이자벨마랑 갤러리아압구정,1001585064,https://pcmap.place.naver.com/restaurant/1001585064/home,AMBIGUOUS,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,TOP_K_DETAIL_VALIDATION_FAILED,4263
4295,전라도밥집 순천댁,서울특별시 강남구 도곡로1길 14 (역삼동) 1층 101호,MATCHED,역삼동 전라도밥집 순천댁,,,NOT_FOUND,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,PLACE_ID_NOT_IN_CANDIDATE_DOM,993
4290,수미초밥,서울특별시 강남구 논현로71길 29 (역삼동) 1층 수미초밥,AMBIGUOUS,역삼동 수미초밥,1472679978,https://pcmap.place.naver.com/restaurant/1472679978/home,AMBIGUOUS,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,TOP_K_DETAIL_VALIDATION_FAILED,1764
