source_type,previous_naver_status,restaurant_id,reference_name,query,query_stage,initial_status,naver_fallback_used,naver_fallback_result,fallback_recovered,final_status,original_candidate_count,filtered_candidate_count,matcher_source,qwen_ranking,selected_candidate_index,selected_candidate_name,qwen_used,qwen_confidence,candidate_url,place_id,place_id_source,resolved_rank,detail_validation,detail_name,detail_address,detail_category,name_evidence,address_evidence,reason,risk_flags,elapsed_ms,detail_validation_attempts
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,4432,주식회사코코아이,강남구 주식회사코코아이,gangnam,NOT_FOUND,False,SKIPPED_NO_NAVER_MATCH,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,5707,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4466,은율네,구룡역 은율네,naver_local_fallback,NOT_FOUND,True,ENRICHED:NOT_FOUND,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,5790,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4494,오븐데이 개포점,매봉역 오븐데이 개포점,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,"오븐데이 개포점치킨,닭강정",False,,#,34465978,DOM_DATA_NLOG,1,PASS,"오븐데이 개포점치킨,닭강정",서울 강남구 논현로10길 29 강남친환경식품유통센터,,CONTAINED,PARTIAL,,,1983,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4507,coffee the juda,매봉역 coffee the juda,naver_local_fallback,AMBIGUOUS,True,ENRICHED:AMBIGUOUS,False,AMBIGUOUS,2,2,QWEN,"0,1",0,커피더주다카페,True,LOW,https://pcmap.place.naver.com/restaurant/1512256507/home,1512256507,DOM_DATA_NLOG,,FAIL,커피더주다카페,서울 강남구 개포로30길 13 지상1층,,DIFFERENT,PARTIAL,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,4266,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,4521,사보르김밥,강남구 사보르김밥,gangnam,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,사보르김밥 석촌점김밥,False,,https://pcmap.place.naver.com/restaurant/1017138065/home,1017138065,DOM_DATA_NLOG,,FAIL,사보르김밥 석촌점김밥,서울 송파구 백제고분로40길 4 101호,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,5807,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4546,리엔,매봉역 리엔,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,4,4,QWEN,"0,1,2",0,리엔중식당,True,LOW,#,179387776,DOM_DATA_NLOG,1,PASS,리엔중식당,서울 강남구 개포로28길 9,,CONTAINED,PARTIAL,,,4982,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4570,동대문엽기떡볶이 개포동역점,개포동역 동대문엽기떡볶이 개포동역점,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,동대문엽기떡볶이 개포동역점분식,False,,#,36601251,DOM_DATA_NLOG,1,PASS,동대문엽기떡볶이 개포동역점분식,서울 강남구 개포로 506 청우빌딩 103호,,CONTAINED,PARTIAL,,,1781,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4581,리미티드 하누,매봉역 리미티드 하누,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,리미티드 하누,False,,#,33243499,DOM_DATA_NLOG,1,PASS,리미티드 하누,서울 강남구 논현로10길 29 2층 (친환경 유통센터),,EXACT,PARTIAL,,,1506,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,4593,우리생고기,개포동 우리생고기,dong,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,우리생고기,False,,https://pcmap.place.naver.com/restaurant/36004730/home,36004730,DOM_DATA_NLOG,,FAIL,우리생고기,서울 강남구 개포로82길 13-17 대화빌딩 2층,,EXACT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3317,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4599,도야족발,개포동역 도야족발,station,AMBIGUOUS,True,NO_RESULT,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,"도야족발 개포점족발,보쌈",False,,https://pcmap.place.naver.com/restaurant/38494858/home,38494858,DOM_DATA_NLOG,,FAIL,"도야족발 개포점족발,보쌈",서울 강남구 개포로 512 개포종합상가 115호,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,854,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4622,교촌치킨 개포2호점,구룡역 교촌치킨 개포2호점,naver_local_fallback,AMBIGUOUS,True,ENRICHED:NOT_FOUND,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,3891,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4627,시골밥상,매봉역 시골밥상,station,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,3,3,QWEN,"0,1,2",0,남호식당 역삼 본점한식,True,LOW,https://pcmap.place.naver.com/restaurant/18396264/home,18396264,DOM_DATA_NLOG,,FAIL,남호식당 역삼 본점한식,서울 강남구 논현로85길 23,,DIFFERENT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3377,3
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4658,미도리,매봉역 미도리,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,"미도리초밥,롤",False,,#,1124953384,DOM_DATA_NLOG,1,PASS,"미도리초밥,롤",서울 강남구 논현로18길 11,,CONTAINED,PARTIAL,,,1489,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,4678,이모네깁밥,강남구 이모네깁밥,gangnam,NOT_FOUND,False,SKIPPED_NO_NAVER_MATCH,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,5582,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4682,생선쓰,개포동역 생선쓰,station,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,"생선쓰초밥,롤",False,,https://pcmap.place.naver.com/restaurant/1530589732/home,1530589732,DOM_DATA_NLOG,,FAIL,"생선쓰초밥,롤",서울 강남구 개포로82길 7 삼성빌딩 204호,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,978,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4704,개포골,개포동역 개포골,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,개포골한식,False,,#,36003999,DOM_DATA_NLOG,1,PASS,개포골한식,서울 강남구 삼성로 38,,CONTAINED,PARTIAL,,,1642,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,4744,러빙헛랜드,강남구 러빙헛랜드,gangnam,NOT_FOUND,False,SKIPPED_NO_NAVER_MATCH,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,5780,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4769,주박사닭갈비,개포동역 주박사닭갈비,station,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,주박사 닭갈비,False,,https://pcmap.place.naver.com/restaurant/1386806494/home,1386806494,DOM_DATA_NLOG,,FAIL,주박사 닭갈비,서울 강남구 개포로 508 2층 204호,,EXACT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,906,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4783,제주꿀꿀이족발,개포동역 제주꿀꿀이족발,naver_local_fallback,NOT_FOUND,True,ENRICHED:NOT_FOUND,False,NOT_FOUND,1,1,SINGLE_CANDIDATE,0,0,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,PLACE_ID_NOT_IN_CANDIDATE_DOM,PLACE_ID_NOT_IN_CANDIDATE_DOM,5834,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4834,소담,대모산입구역 소담,station,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,6,5,QWEN,"0,1,2",0,연세소담정신건강의학과의원정신건강의학과,True,LOW,https://pcmap.place.naver.com/restaurant/1654377259/home,1654377259,DOM_DATA_NLOG,,FAIL,연세소담정신건강의학과의원정신건강의학과,수인분당선 개포동역 5번출구 우리은행 건물 5층 (남서울중앙교회 바로 옆건물) 주차정보 건물 내 지하 1층 주차장/ 50m 내 공용 주차장,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3204,3
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4864,그고깃집,개포동 그고깃집,dong,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,2,2,QWEN,"0,1",0,"그때그집족발,보쌈",True,LOW,https://pcmap.place.naver.com/restaurant/32259828/home,32259828,DOM_DATA_NLOG,,FAIL,"그때그집족발,보쌈",서울 강남구 삼성로82길 5,,DIFFERENT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,4946,2
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4897,블루버드카페,매봉역 블루버드카페,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,"블루버드카페카페,디저트",False,,#,195013348,DOM_DATA_NLOG,1,PASS,"블루버드카페카페,디저트",서울 강남구 개포로22길 22 1층,블루버드카페,CONTAINED,PARTIAL,,,3221,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4955,원 베이커리,매봉역 원 베이커리,station,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,원베이커리 개포점베이커리,False,,https://pcmap.place.naver.com/restaurant/1698895425/home,1698895425,DOM_DATA_NLOG,,FAIL,원베이커리 개포점베이커리,서울 강남구 개포로 225,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,938,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,4991,채선당 개포점,개포동역 채선당 개포점,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,채선당 개포점샤브샤브,False,,#,19452520,DOM_DATA_NLOG,1,PASS,채선당 개포점샤브샤브,서울 강남구 개포로82길 7,,CONTAINED,PARTIAL,,,1962,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5029,모리,대청역 모리,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,모리일식당,False,,#,342041480,DOM_DATA_NLOG,1,PASS,모리일식당,서울 강남구 개포로 623 대청타워 지하1층108~109호,,CONTAINED,PARTIAL,,,1587,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5089,옛날김치돼지찌개,개포동 옛날김치돼지찌개,dong,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,"옛날돼지김치찌개찌개,전골",False,,https://pcmap.place.naver.com/restaurant/32699584/home,32699584,DOM_DATA_NLOG,,FAIL,"옛날돼지김치찌개찌개,전골",서울 강남구 선릉로 519,,DIFFERENT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3403,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5090,마포소금구이,개포동역 마포소금구이,station,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,2,2,QWEN,"0,1",0,"참숯마포생소금구이육류,고기요리",True,LOW,https://pcmap.place.naver.com/restaurant/1750969403/home,1750969403,DOM_DATA_NLOG,,FAIL,"참숯마포생소금구이육류,고기요리",서울 강남구 개포로82길 7 삼성빌딩 101호,,DIFFERENT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,2282,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5097,댄트픽스,매봉역 댄트픽스,station,AMBIGUOUS,True,NO_RESULT,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,"덴트픽스외형복원,덴트,도색",False,,https://pcmap.place.naver.com/restaurant/20590370/home,20590370,DOM_DATA_NLOG,,FAIL,"덴트픽스외형복원,덴트,도색",서울 강남구 논현로4길 20 1층 덴트픽스,카페,DIFFERENT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,1008,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5120,소풍가는날 두번째이야기,매봉역 소풍가는날 두번째이야기,station,AMBIGUOUS,True,NO_USABLE_CANDIDATE,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,소풍가는날두번째이야기종합분식,False,,https://pcmap.place.naver.com/restaurant/37437787/home,37437787,DOM_DATA_NLOG,,FAIL,소풍가는날두번째이야기종합분식,서울 강남구 개포로25길 7,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,815,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5179,손짜장,매봉역 손짜장,station,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,2,2,QWEN,"0,1",0,그옛날손짜장중식당,True,LOW,https://pcmap.place.naver.com/restaurant/13137512/home,13137512,DOM_DATA_NLOG,,FAIL,그옛날손짜장중식당,서울 강남구 역삼로19길 5 2층,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,2608,2
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5194,꽈알라 보틀숍,개포동 꽈알라 보틀숍,dong,RESOLVED,False,NOT_REQUIRED,False,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,꽈알라 보틀숍,False,,#,1289412761,DOM_DATA_NLOG,1,PASS,꽈알라 보틀숍,서울 강남구 개포로 264 상가 2동 103호,<차량 이용 시> 개포래미안포레스트 아파트 P2 지하 주차장 입차 * 지하2층 내려와서 좌회전->우회전 -> 지하1층(상가 주차장) 이용 <대중교통 이용 시> 약 10분 소요 매봉역 4번 출구 -> 02번 버스('...,EXACT,PARTIAL,,,3376,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5210,리애,구룡역 리애,naver_local_fallback,AMBIGUOUS,True,ENRICHED:NOT_FOUND,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,3798,0
KOMSCO_DIRECT_NAVER_FALLBACK,AMBIGUOUS,5248,바지락칼국수,매봉역 바지락칼국수,station,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,9,5,QWEN,"4,2,0",4,"명가바지락칼국수칼국수,만두",True,LOW,https://pcmap.place.naver.com/restaurant/1479732566/home,1479732566,DOM_DATA_NLOG,,FAIL,"명가바지락칼국수칼국수,만두",서울 강남구 개포로 232,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,4181,3
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5249,노숙자아구샤브샤브,강남구 노숙자아구샤브샤브,gangnam,NOT_FOUND,False,SKIPPED_NO_NAVER_MATCH,False,NOT_FOUND,0,0,DETERMINISTIC,,,,False,,,,,,NOT_ATTEMPTED,,,,UNKNOWN,UNKNOWN,NO_CONFIDENT_CANDIDATE,NO_CONFIDENT_CANDIDATE,5509,0
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5250,서울회관,매봉역 서울회관,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,9,5,QWEN,"0,1,2",0,서울회관한식,True,LOW,#,1047017858,DOM_DATA_NLOG,1,PASS,서울회관한식,서울 강남구 개포로20길 7,,CONTAINED,PARTIAL,,,5360,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5287,봉화면옥 개포본점,매봉역 봉화면옥 개포본점,naver_local_fallback,AMBIGUOUS,True,ENRICHED:RESOLVED,True,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,봉화면옥 개포본점냉면,False,,#,38290219,DOM_DATA_NLOG,1,PASS,봉화면옥 개포본점냉면,서울 강남구 논현로 44 우신빌딩,,CONTAINED,PARTIAL,,,1771,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5290,파파존스 개포점,매봉역 파파존스 개포점,station,RESOLVED,False,NOT_REQUIRED,False,RESOLVED,1,1,SINGLE_CANDIDATE,0,0,파파존스 개포점,False,,#,13172797,DOM_DATA_NLOG,1,PASS,파파존스 개포점,서울 강남구 논현로 68,,EXACT,PARTIAL,,,848,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5336,토브,매봉역 토브,station,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,3,3,QWEN,"0,1,2",0,플레이토브소프트웨어개발,True,LOW,https://pcmap.place.naver.com/restaurant/2083835599/home,2083835599,DOM_DATA_NLOG,,FAIL,플레이토브소프트웨어개발,서울 강남구 논현로79길 48-1 2층 1091호,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,2542,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5367,백년교동짬뽕,개포동 백년교동짬뽕,dong,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,백년교동짬뽕 백년함바그 개포직영점중식당,False,,https://pcmap.place.naver.com/restaurant/2090460673/home,2090460673,DOM_DATA_NLOG,,FAIL,백년교동짬뽕 백년함바그 개포직영점중식당,서울 강남구 개포로20길 16 지상1층,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3788,1
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5385,봉화장,개포동 봉화장,dong,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,봉화장중식당,False,,https://pcmap.place.naver.com/restaurant/1748319080/home,1748319080,DOM_DATA_NLOG,,FAIL,봉화장중식당,서울 강남구 선릉로10길 4-6 2층,중식당,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3456,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5425,장독묵은지,개포동역 장독묵은지,naver_local_fallback,AMBIGUOUS,True,ENRICHED:AMBIGUOUS,False,AMBIGUOUS,1,1,SINGLE_CANDIDATE,0,0,"장독묵은지육류,고기요리",False,,https://pcmap.place.naver.com/restaurant/18419672/home,18419672,DOM_DATA_NLOG,,FAIL,"장독묵은지육류,고기요리",,,CONTAINED,UNKNOWN,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,1573,1
KOMSCO_DIRECT_NAVER_FALLBACK,MATCHED,5476,스파게티스토리,개포동역 스파게티스토리,station,AMBIGUOUS,True,NO_RESULT,False,AMBIGUOUS,2,2,QWEN,"1,0",1,"스파게티스토리스파게티,파스타전문",True,LOW,https://pcmap.place.naver.com/restaurant/37615866/home,37615866,DOM_DATA_NLOG,,FAIL,"스파게티스토리스파게티,파스타전문",서울 강남구 개포로 512,,CONTAINED,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,2712,2
KOMSCO_DIRECT_NAVER_FALLBACK,UNMATCHED,5517,개포동 손칼국수,개포동역 개포동 손칼국수,station,AMBIGUOUS,False,SKIPPED_NO_NAVER_MATCH,False,AMBIGUOUS,3,3,QWEN,"0,1,2",0,"백남옥달인손만두 대모산역점칼국수,만두",True,LOW,https://pcmap.place.naver.com/restaurant/2066933841/home,2066933841,DOM_DATA_NLOG,,FAIL,"백남옥달인손만두 대모산역점칼국수,만두",서울 강남구 영동대로 22,,DIFFERENT,DIFFERENT,TOP_K_DETAIL_VALIDATION_FAILED,TOP_K_DETAIL_VALIDATION_FAILED,3433,3
